season,week,celebrity_name,partner,age,industry,total_judge_score,num_judges,is_eliminated,placement,result_description
27,8,Joe Amabile,Jenna Johnson,32,TV Personality,23.0,3,1,6,Eliminated Week 8
27,8,Bobby Bones,Sharna Burgess,38,Radio Personality,22.5,3,0,1,1st Place
27,8,Nancy McKeon,Valentin Chmerkovskiy,52,Actor/Actress,0.0,3,0,11,Eliminated Week 3
27,8,John Schneider,Emma Slater,58,Actor/Actress,0.0,3,0,8,Eliminated Week 7
27,8,Danelle Umstead,Artem Chigvintsev,46,Athlete,0.0,3,0,12,Eliminated Week 2
27,8,Mary Lou Retton,Sasha Farber,50,Athlete,0.0,3,0,9,Eliminated Week 6
27,8,DeMarcus Ware,Lindsay Arnold,36,Athlete,0.0,3,0,7,Eliminated Week 7
27,8,Nikki Glaser,Gleb Savchenko,34,Comedian,0.0,3,0,13,Eliminated Week 1
27,8,Tinashe,Brandon Armstrong,25,Singer/Rapper,0.0,3,0,10,Eliminated Week 4
27,9,Evanna Lynch,Keo Motsepe,27,Actor/Actress,30.0,3,0,3,3rd Place
27,9,Milo Manheim,Witney Carson,17,Actor/Actress,30.0,3,0,2,2nd Place
27,9,Alexis Ren,Alan Bersten,21,Social Media Personality,28.5,3,0,4,4th Place
27,9,Bobby Bones,Sharna Burgess,38,Radio Personality,27.0,3,0,1,1st Place
27,9,Juan Pablo Di Pace,Cheryl Burke,39,Actor/Actress,0.0,3,0,5,Eliminated Week 8
27,9,Nancy McKeon,Valentin Chmerkovskiy,52,Actor/Actress,0.0,3,0,11,Eliminated Week 3
27,9,John Schneider,Emma Slater,58,Actor/Actress,0.0,3,0,8,Eliminated Week 7
27,9,Danelle Umstead,Artem Chigvintsev,46,Athlete,0.0,3,0,12,Eliminated Week 2
27,9,Mary Lou Retton,Sasha Farber,50,Athlete,0.0,3,0,9,Eliminated Week 6
27,9,DeMarcus Ware,Lindsay Arnold,36,Athlete,0.0,3,0,7,Eliminated Week 7
27,9,Nikki Glaser,Gleb Savchenko,34,Comedian,0.0,3,0,13,Eliminated Week 1
27,9,Tinashe,Brandon Armstrong,25,Singer/Rapper,0.0,3,0,10,Eliminated Week 4
27,9,Joe Amabile,Jenna Johnson,32,TV Personality,0.0,3,0,6,Eliminated Week 8
28,1,James Van Der Beek,Emma Slater,42,Actor/Actress,21.0,3,0,5,Eliminated Week 10
28,1,Hannah Brown,Alan Bersten,24,TV Personality,20.0,3,0,1,1st Place
28,1,Lauren Alaina,Gleb Savchenko,24,Singer/Rapper,19.0,3,0,4,4th Place
28,1,Sailor Brinkley-Cook,Valentin Chmerkovskiy,21,Model,18.0,3,0,9,Eliminated Week 6
28,1,Mary Wilson,Brandon Armstrong,75,Singer/Rapper,17.0,3,0,12,Eliminated Week 2
28,1,Karamo Brown,Jenna Johnson,38,TV Personality,17.0,3,0,8,Eliminated Week 7
28,1,Kel Mitchell,Witney Carson,41,Actor/Actress,16.0,3,0,2,2nd Place
28,1,Ally Brooke,Sasha Farber,26,Singer/Rapper,16.0,3,0,3,3rd Place
28,1,Kate Flannery,Pasha Pashkov,55,Actor/Actress,15.0,3,0,7,Eliminated Week 8
28,1,Ray Lewis,Cheryl Burke,44,Athlete,15.0,3,0,11,Withdrew
28,1,Sean Spicer,Lindsay Arnold,48,Politician,12.0,3,0,6,Eliminated Week 9
28,1,Lamar Odom,Peta Murgatroyd,39,Athlete,11.0,3,0,10,Eliminated Week 4
28,2,Hannah Brown,Alan Bersten,24,TV Personality,24.0,3,0,1,1st Place
28,2,Kate Flannery,Pasha Pashkov,55,Actor/Actress,21.0,3,0,7,Eliminated Week 8
28,2,James Van Der Beek,Emma Slater,42,Actor/Actress,20.0,3,0,5,Eliminated Week 10
28,2,Kel Mitchell,Witney Carson,41,Actor/Actress,20.0,3,0,2,2nd Place
28,2,Ally Brooke,Sasha Farber,26,Singer/Rapper,20.0,3,0,3,3rd Place
28,2,Lauren Alaina,Gleb Savchenko,24,Singer/Rapper,19.0,3,0,4,4th Place
28,2,Karamo Brown,Jenna Johnson,38,TV Personality,19.0,3,0,8,Eliminated Week 7
28,2,Sailor Brinkley-Cook,Valentin Chmerkovskiy,21,Model,18.0,3,0,9,Eliminated Week 6
28,2,Sean Spicer,Lindsay Arnold,48,Politician,16.0,3,0,6,Eliminated Week 9
28,2,Ray Lewis,Cheryl Burke,44,Athlete,15.0,3,0,11,Withdrew
28,2,Mary Wilson,Brandon Armstrong,75,Singer/Rapper,15.0,3,1,12,Eliminated Week 2
28,2,Lamar Odom,Peta Murgatroyd,39,Athlete,12.0,3,0,10,Eliminated Week 4
28,3,Kate Flannery,Pasha Pashkov,55,Actor/Actress,24.0,3,0,7,Eliminated Week 8
28,3,Ally Brooke,Sasha Farber,26,Singer/Rapper,24.0,3,0,3,3rd Place
28,3,James Van Der Beek,Emma Slater,42,Actor/Actress,23.0,3,0,5,Eliminated Week 10
28,3,Sailor Brinkley-Cook,Valentin Chmerkovskiy,21,Model,23.0,3,0,9,Eliminated Week 6
28,3,Hannah Brown,Alan Bersten,24,TV Personality,21.0,3,0,1,1st Place
28,3,Kel Mitchell,Witney Carson,41,Actor/Actress,20.0,3,0,2,2nd Place
28,3,Lauren Alaina,Gleb Savchenko,24,Singer/Rapper,20.0,3,0,4,4th Place
28,3,Karamo Brown,Jenna Johnson,38,TV Personality,16.0,3,0,8,Eliminated Week 7
28,3,Sean Spicer,Lindsay Arnold,48,Politician,15.0,3,0,6,Eliminated Week 9
28,3,Lamar Odom,Peta Murgatroyd,39,Athlete,12.0,3,0,10,Eliminated Week 4
28,3,Ray Lewis,Cheryl Burke,44,Athlete,0.0,3,0,11,Withdrew
28,3,Mary Wilson,Brandon Armstrong,75,Singer/Rapper,0.0,3,0,12,Eliminated Week 2
28,4,Kel Mitchell,Witney Carson,41,Actor/Actress,32.0,4,0,2,2nd Place
28,4,Lauren Alaina,Gleb Savchenko,24,Singer/Rapper,32.0,4,0,4,4th Place
28,4,Ally Brooke,Sasha Farber,26,Singer/Rapper,32.0,4,0,3,3rd Place
28,4,Hannah Brown,Alan Bersten,24,TV Personality,32.0,4,0,1,1st Place
28,4,Sailor Brinkley-Cook,Valentin Chmerkovskiy,21,Model,31.0,4,0,9,Eliminated Week 6
28,4,James Van Der Beek,Emma Slater,42,Actor/Actress,28.0,4,0,5,Eliminated Week 10
28,4,Karamo Brown,Jenna Johnson,38,TV Personality,28.0,4,0,8,Eliminated Week 7
28,4,Kate Flannery,Pasha Pashkov,55,Actor/Actress,26.0,4,0,7,Eliminated Week 8
28,4,Sean Spicer,Lindsay Arnold,48,Politician,21.0,4,0,6,Eliminated Week 9
28,4,Lamar Odom,Peta Murgatroyd,39,Athlete,20.0,4,1,10,Eliminated Week 4
28,4,Ray Lewis,Cheryl Burke,44,Athlete,0.0,4,0,11,Withdrew
28,4,Mary Wilson,Brandon Armstrong,75,Singer/Rapper,0.0,4,0,12,Eliminated Week 2
28,5,Ally Brooke,Sasha Farber,26,Singer/Rapper,27.0,3,0,3,3rd Place
28,5,James Van Der Beek,Emma Slater,42,Actor/Actress,26.0,3,0,5,Eliminated Week 10
28,5,Kel Mitchell,Witney Carson,41,Actor/Actress,26.0,3,0,2,2nd Place
28,5,Hannah Brown,Alan Bersten,24,TV Personality,25.0,3,0,1,1st Place
28,5,Kate Flannery,Pasha Pashkov,55,Actor/Actress,24.0,3,0,7,Eliminated Week 8
28,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,21,Model,24.0,3,0,9,Eliminated Week 6
28,5,Lauren Alaina,Gleb Savchenko,24,Singer/Rapper,23.0,3,0,4,4th Place
28,5,Karamo Brown,Jenna Johnson,38,TV Personality,21.0,3,0,8,Eliminated Week 7
28,5,Sean Spicer,Lindsay Arnold,48,Politician,19.0,3,0,6,Eliminated Week 9
28,5,Ray Lewis,Cheryl Burke,44,Athlete,0.0,3,0,11,Withdrew
28,5,Lamar Odom,Peta Murgatroyd,39,Athlete,0.0,3,0,10,Eliminated Week 4
28,5,Mary Wilson,Brandon Armstrong,75,Singer/Rapper,0.0,3,0,12,Eliminated Week 2
28,6,Kate Flannery,Pasha Pashkov,55,Actor/Actress,27.0,3,0,7,Eliminated Week 8
28,6,James Van Der Beek,Emma Slater,42,Actor/Actress,27.0,3,0,5,Eliminated Week 10
28,6,Sailor Brinkley-Cook,Valentin Chmerkovskiy,21,Model,27.0,3,1,9,Eliminated Week 6
28,6,Kel Mitchell,Witney Carson,41,Actor/Actress,26.0,3,0,2,2nd Place
28,6,Lauren Alaina,Gleb Savchenko,24,Singer/Rapper,26.0,3,0,4,4th Place
28,6,Ally Brooke,Sasha Farber,26,Singer/Rapper,25.0,3,0,3,3rd Place
28,6,Karamo Brown,Jenna Johnson,38,TV Personality,25.0,3,0,8,Eliminated Week 7
28,6,Hannah Brown,Alan Bersten,24,TV Personality,24.0,3,0,1,1st Place
28,6,Sean Spicer,Lindsay Arnold,48,Politician,21.0,3,0,6,Eliminated Week 9
28,6,Ray Lewis,Cheryl Burke,44,Athlete,0.0,3,0,11,Withdrew
28,6,Lamar Odom,Peta Murgatroyd,39,Athlete,0.0,3,0,10,Eliminated Week 4
28,6,Mary Wilson,Brandon Armstrong,75,Singer/Rapper,0.0,3,0,12,Eliminated Week 2
28,7,James Van Der Beek,Emma Slater,42,Actor/Actress,27.0,3,0,5,Eliminated Week 10
28,7,Lauren Alaina,Gleb Savchenko,24,Singer/Rapper,27.0,3,0,4,4th Place
28,7,Ally Brooke,Sasha Farber,26,Singer/Rapper,27.0,3,0,3,3rd Place
28,7,Hannah Brown,Alan Bersten,24,TV Personality,26.0,3,0,1,1st Place
28,7,Kel Mitchell,Witney Carson,41,Actor/Actress,25.5,3,0,2,2nd Place
28,7,Karamo Brown,Jenna Johnson,38,TV Personality,24.5,3,1,8,Eliminated Week 7
28,7,Kate Flannery,Pasha Pashkov,55,Actor/Actress,24.0,3,0,7,Eliminated Week 8
28,7,Sean Spicer,Lindsay Arnold,48,Politician,21.0,3,0,6,Eliminated Week 9
28,7,Ray Lewis,Cheryl Burke,44,Athlete,0.0,3,0,11,Withdrew
28,7,Lamar Odom,Peta Murgatroyd,39,Athlete,0.0,3,0,10,Eliminated Week 4
28,7,Sailor Brinkley-Cook,Valentin Chmerkovskiy,21,Model,0.0,3,0,9,Eliminated Week 6
28,7,Mary Wilson,Brandon Armstrong,75,Singer/Rapper,0.0,3,0,12,Eliminated Week 2
28,8,James Van Der Beek,Emma Slater,42,Actor/Actress,31.9998,3,0,5,Eliminated Week 10
28,8,Hannah Brown,Alan Bersten,24,TV Personality,30.9998,3,0,1,1st Place
28,8,Ally Brooke,Sasha Farber,26,Singer/Rapper,30.0,3,0,3,3rd Place
28,8,Kel Mitchell,Witney Carson,41,Actor/Actress,29.9998,3,0,2,2nd Place
28,8,Kate Flannery,Pasha Pashkov,55,Actor/Actress,25.9998,3,1,7,Eliminated Week 8
28,8,Lauren Alaina,Gleb Savchenko,24,Singer/Rapper,24.0,3,0,4,4th Place
28,8,Sean Spicer,Lindsay Arnold,48,Politician,20.0,3,0,6,Eliminated Week 9
28,8,Ray Lewis,Cheryl Burke,44,Athlete,0.0,3,0,11,Withdrew
28,8,Lamar Odom,Peta Murgatroyd,39,Athlete,0.0,3,0,10,Eliminated Week 4
28,8,Sailor Brinkley-Cook,Valentin Chmerkovskiy,21,Model,0.0,3,0,9,Eliminated Week 6
28,8,Mary Wilson,Brandon Armstrong,75,Singer/Rapper,0.0,3,0,12,Eliminated Week 2
28,8,Karamo Brown,Jenna Johnson,38,TV Personality,0.0,3,0,8,Eliminated Week 7
28,9,Ally Brooke,Sasha Farber,26,Singer/Rapper,40.0,4,0,3,3rd Place
28,9,Kel Mitchell,Witney Carson,41,Actor/Actress,37.0,4,0,2,2nd Place
28,9,James Van Der Beek,Emma Slater,42,Actor/Actress,36.0,4,0,5,Eliminated Week 10
28,9,Hannah Brown,Alan Bersten,24,TV Personality,35.5,4,0,1,1st Place
28,9,Lauren Alaina,Gleb Savchenko,24,Singer/Rapper,35.0,4,0,4,4th Place
28,9,Sean Spicer,Lindsay Arnold,48,Politician,25.0,4,1,6,Eliminated Week 9
28,9,Kate Flannery,Pasha Pashkov,55,Actor/Actress,0.0,4,0,7,Eliminated Week 8
28,9,Ray Lewis,Cheryl Burke,44,Athlete,0.0,4,0,11,Withdrew
28,9,Lamar Odom,Peta Murgatroyd,39,Athlete,0.0,4,0,10,Eliminated Week 4
28,9,Sailor Brinkley-Cook,Valentin Chmerkovskiy,21,Model,0.0,4,0,9,Eliminated Week 6
28,9,Mary Wilson,Brandon Armstrong,75,Singer/Rapper,0.0,4,0,12,Eliminated Week 2
28,9,Karamo Brown,Jenna Johnson,38,TV Personality,0.0,4,0,8,Eliminated Week 7
28,10,Ally Brooke,Sasha Farber,26,Singer/Rapper,29.5,3,0,3,3rd Place
28,10,Kel Mitchell,Witney Carson,41,Actor/Actress,28.5,3,0,2,2nd Place
28,10,Lauren Alaina,Gleb Savchenko,24,Singer/Rapper,27.0,3,0,4,4th Place
28,10,Hannah Brown,Alan Bersten,24,TV Personality,27.0,3,0,1,1st Place
28,10,James Van Der Beek,Emma Slater,42,Actor/Actress,25.5,3,1,5,Eliminated Week 10
28,10,Kate Flannery,Pasha Pashkov,55,Actor/Actress,0.0,3,0,7,Eliminated Week 8
28,10,Ray Lewis,Cheryl Burke,44,Athlete,0.0,3,0,11,Withdrew
28,10,Lamar Odom,Peta Murgatroyd,39,Athlete,0.0,3,0,10,Eliminated Week 4
28,10,Sailor Brinkley-Cook,Valentin Chmerkovskiy,21,Model,0.0,3,0,9,Eliminated Week 6
28,10,Sean Spicer,Lindsay Arnold,48,Politician,0.0,3,0,6,Eliminated Week 9
28,10,Mary Wilson,Brandon Armstrong,75,Singer/Rapper,0.0,3,0,12,Eliminated Week 2
28,10,Karamo Brown,Jenna Johnson,38,TV Personality,0.0,3,0,8,Eliminated Week 7
28,11,Ally Brooke,Sasha Farber,26,Singer/Rapper,30.0,3,0,3,3rd Place
28,11,Kel Mitchell,Witney Carson,41,Actor/Actress,29.5,3,0,2,2nd Place
28,11,Hannah Brown,Alan Bersten,24,TV Personality,29.0,3,0,1,1st Place
28,11,Lauren Alaina,Gleb Savchenko,24,Singer/Rapper,28.5,3,0,4,4th Place
28,11,Kate Flannery,Pasha Pashkov,55,Actor/Actress,0.0,3,0,7,Eliminated Week 8
28,11,James Van Der Beek,Emma Slater,42,Actor/Actress,0.0,3,0,5,Eliminated Week 10
28,11,Ray Lewis,Cheryl Burke,44,Athlete,0.0,3,0,11,Withdrew
28,11,Lamar Odom,Peta Murgatroyd,39,Athlete,0.0,3,0,10,Eliminated Week 4
28,11,Sailor Brinkley-Cook,Valentin Chmerkovskiy,21,Model,0.0,3,0,9,Eliminated Week 6
28,11,Sean Spicer,Lindsay Arnold,48,Politician,0.0,3,0,6,Eliminated Week 9
28,11,Mary Wilson,Brandon Armstrong,75,Singer/Rapper,0.0,3,0,12,Eliminated Week 2
28,11,Karamo Brown,Jenna Johnson,38,TV Personality,0.0,3,0,8,Eliminated Week 7
29,1,Skai Jackson,Alan Bersten,18,Actor/Actress,21.0,3,0,5,Eliminated Week 10
29,1,Justina Machado,Sasha Farber,48,Actor/Actress,21.0,3,0,4,4th Place
29,1,Nev Schulman,Jenna Johnson,35,Producer,20.0,3,0,2,2nd Place
29,1,Kaitlyn Bristowe,Artem Chigvintsev,35,TV Personality,20.0,3,0,1,1st Place
29,1,Monica Aldama,Valentin Chmerkovskiy,48,TV Personality,19.0,3,0,10,Eliminated Week 7
29,1,Anne Heche,Keo Motsepe,51,Actor/Actress,18.0,3,0,13,Eliminated Week 4
29,1,Jesse Metcalfe,Sharna Burgess,41,Actor/Actress,18.0,3,0,12,Eliminated Week 5
29,1,Johnny Weir,Britt Stewart,36,Athlete,18.0,3,0,6,Eliminated Week 10
29,1,AJ McLean,Cheryl Burke,42,Singer/Rapper,18.0,3,0,7,Eliminated Week 9
29,1,Jeannie Mai,Brandon Armstrong,41,TV Personality,18.0,3,0,9,Withdrew
29,1,Veron Davis,Peta Murgatroyd,36,Athlete,17.0,3,0,11,Eliminated Week 6
29,1,Nelly,Daniella Karagach,45,Singer/Rapper,16.0,3,0,3,3rd Place
29,1,Chrishell Stause,Gleb Savchenko,39,Actor/Actress,13.0,3,0,8,Eliminated Week 8
29,1,Charles Oakley,Emma Slater,56,Athlete,12.0,3,0,15,Eliminated Week 2
29,1,Carole Baskin,Pasha Pashkov,59,TV Personality,11.0,3,0,14,Eliminated Week 3
29,2,Kaitlyn Bristowe,Artem Chigvintsev,35,TV Personality,22.0,3,0,1,1st Place
29,2,Justina Machado,Sasha Farber,48,Actor/Actress,21.0,3,0,4,4th Place
29,2,Nev Schulman,Jenna Johnson,35,Producer,21.0,3,0,2,2nd Place
29,2,Jesse Metcalfe,Sharna Burgess,41,Actor/Actress,20.0,3,0,12,Eliminated Week 5
29,2,AJ McLean,Cheryl Burke,42,Singer/Rapper,19.0,3,0,7,Eliminated Week 9
29,2,Anne Heche,Keo Motsepe,51,Actor/Actress,18.0,3,0,13,Eliminated Week 4
29,2,Chrishell Stause,Gleb Savchenko,39,Actor/Actress,18.0,3,0,8,Eliminated Week 8
29,2,Veron Davis,Peta Murgatroyd,36,Athlete,18.0,3,0,11,Eliminated Week 6
29,2,Johnny Weir,Britt Stewart,36,Athlete,18.0,3,0,6,Eliminated Week 10
29,2,Nelly,Daniella Karagach,45,Singer/Rapper,18.0,3,0,3,3rd Place
29,2,Jeannie Mai,Brandon Armstrong,41,TV Personality,18.0,3,0,9,Withdrew
29,2,Carole Baskin,Pasha Pashkov,59,TV Personality,16.0,3,0,14,Eliminated Week 3
29,2,Monica Aldama,Valentin Chmerkovskiy,48,TV Personality,16.0,3,0,10,Eliminated Week 7
29,2,Skai Jackson,Alan Bersten,18,Actor/Actress,15.0,3,0,5,Eliminated Week 10
29,2,Charles Oakley,Emma Slater,56,Athlete,15.0,3,1,15,Eliminated Week 2
29,3,Johnny Weir,Britt Stewart,36,Athlete,24.0,3,0,6,Eliminated Week 10
29,3,Nev Schulman,Jenna Johnson,35,Producer,24.0,3,0,2,2nd Place
29,3,Kaitlyn Bristowe,Artem Chigvintsev,35,TV Personality,23.0,3,0,1,1st Place
29,3,Chrishell Stause,Gleb Savchenko,39,Actor/Actress,22.0,3,0,8,Eliminated Week 8
29,3,Veron Davis,Peta Murgatroyd,36,Athlete,22.0,3,0,11,Eliminated Week 6
29,3,Jeannie Mai,Brandon Armstrong,41,TV Personality,22.0,3,0,9,Withdrew
29,3,AJ McLean,Cheryl Burke,42,Singer/Rapper,21.0,3,0,7,Eliminated Week 9
29,3,Monica Aldama,Valentin Chmerkovskiy,48,TV Personality,21.0,3,0,10,Eliminated Week 7
29,3,Jesse Metcalfe,Sharna Burgess,41,Actor/Actress,20.0,3,0,12,Eliminated Week 5
29,3,Justina Machado,Sasha Farber,48,Actor/Actress,19.0,3,0,4,4th Place
29,3,Skai Jackson,Alan Bersten,18,Actor/Actress,18.0,3,0,5,Eliminated Week 10
29,3,Nelly,Daniella Karagach,45,Singer/Rapper,18.0,3,0,3,3rd Place
29,3,Anne Heche,Keo Motsepe,51,Actor/Actress,15.0,3,0,13,Eliminated Week 4
29,3,Carole Baskin,Pasha Pashkov,59,TV Personality,12.0,3,1,14,Eliminated Week 3
29,3,Charles Oakley,Emma Slater,56,Athlete,0.0,3,0,15,Eliminated Week 2
29,4,Skai Jackson,Alan Bersten,18,Actor/Actress,28.0,3,0,5,Eliminated Week 10
29,4,Kaitlyn Bristowe,Artem Chigvintsev,35,TV Personality,25.0,3,0,1,1st Place
29,4,Justina Machado,Sasha Farber,48,Actor/Actress,24.0,3,0,4,4th Place
29,4,Johnny Weir,Britt Stewart,36,Athlete,24.0,3,0,6,Eliminated Week 10
29,4,Nev Schulman,Jenna Johnson,35,Producer,24.0,3,0,2,2nd Place
29,4,AJ McLean,Cheryl Burke,42,Singer/Rapper,24.0,3,0,7,Eliminated Week 9
29,4,Monica Aldama,Valentin Chmerkovskiy,48,TV Personality,24.0,3,0,10,Eliminated Week 7
29,4,Chrishell Stause,Gleb Savchenko,39,Actor/Actress,22.0,3,0,8,Eliminated Week 8
29,4,Veron Davis,Peta Murgatroyd,36,Athlete,22.0,3,0,11,Eliminated Week 6
29,4,Anne Heche,Keo Motsepe,51,Actor/Actress,21.0,3,1,13,Eliminated Week 4
29,4,Jesse Metcalfe,Sharna Burgess,41,Actor/Actress,21.0,3,0,12,Eliminated Week 5
29,4,Nelly,Daniella Karagach,45,Singer/Rapper,21.0,3,0,3,3rd Place
29,4,Jeannie Mai,Brandon Armstrong,41,TV Personality,21.0,3,0,9,Withdrew
29,4,Charles Oakley,Emma Slater,56,Athlete,0.0,3,0,15,Eliminated Week 2
29,4,Carole Baskin,Pasha Pashkov,59,TV Personality,0.0,3,0,14,Eliminated Week 3
29,5,Johnny Weir,Britt Stewart,36,Athlete,29.0,3,0,6,Eliminated Week 10
29,5,Kaitlyn Bristowe,Artem Chigvintsev,35,TV Personality,27.0,3,0,1,1st Place
29,5,Nev Schulman,Jenna Johnson,35,Producer,26.0,3,0,2,2nd Place
29,5,Monica Aldama,Valentin Chmerkovskiy,48,TV Personality,26.0,3,0,10,Eliminated Week 7
29,5,Skai Jackson,Alan Bersten,18,Actor/Actress,24.0,3,0,5,Eliminated Week 10
29,5,Justina Machado,Sasha Farber,48,Actor/Actress,24.0,3,0,4,4th Place
29,5,AJ McLean,Cheryl Burke,42,Singer/Rapper,24.0,3,0,7,Eliminated Week 9
29,5,Nelly,Daniella Karagach,45,Singer/Rapper,24.0,3,0,3,3rd Place
29,5,Jeannie Mai,Brandon Armstrong,41,TV Personality,24.0,3,0,9,Withdrew
29,5,Veron Davis,Peta Murgatroyd,36,Athlete,21.0,3,0,11,Eliminated Week 6
29,5,Jesse Metcalfe,Sharna Burgess,41,Actor/Actress,19.0,3,1,12,Eliminated Week 5
29,5,Chrishell Stause,Gleb Savchenko,39,Actor/Actress,19.0,3,0,8,Eliminated Week 8
29,5,Anne Heche,Keo Motsepe,51,Actor/Actress,0.0,3,0,13,Eliminated Week 4
29,5,Charles Oakley,Emma Slater,56,Athlete,0.0,3,0,15,Eliminated Week 2
29,5,Carole Baskin,Pasha Pashkov,59,TV Personality,0.0,3,0,14,Eliminated Week 3
29,6,Justina Machado,Sasha Farber,48,Actor/Actress,27.0,3,0,4,4th Place
29,6,AJ McLean,Cheryl Burke,42,Singer/Rapper,27.0,3,0,7,Eliminated Week 9
29,6,Kaitlyn Bristowe,Artem Chigvintsev,35,TV Personality,27.0,3,0,1,1st Place
29,6,Monica Aldama,Valentin Chmerkovskiy,48,TV Personality,27.0,3,0,10,Eliminated Week 7
29,6,Nev Schulman,Jenna Johnson,35,Producer,26.0,3,0,2,2nd Place
29,6,Jeannie Mai,Brandon Armstrong,41,TV Personality,25.0,3,0,9,Withdrew
29,6,Chrishell Stause,Gleb Savchenko,39,Actor/Actress,24.0,3,0,8,Eliminated Week 8
29,6,Nelly,Daniella Karagach,45,Singer/Rapper,24.0,3,0,3,3rd Place
29,6,Johnny Weir,Britt Stewart,36,Athlete,22.0,3,0,6,Eliminated Week 10
29,6,Veron Davis,Peta Murgatroyd,36,Athlete,21.0,3,1,11,Eliminated Week 6
29,6,Skai Jackson,Alan Bersten,18,Actor/Actress,18.0,3,0,5,Eliminated Week 10
29,6,Anne Heche,Keo Motsepe,51,Actor/Actress,0.0,3,0,13,Eliminated Week 4
29,6,Jesse Metcalfe,Sharna Burgess,41,Actor/Actress,0.0,3,0,12,Eliminated Week 5
29,6,Charles Oakley,Emma Slater,56,Athlete,0.0,3,0,15,Eliminated Week 2
29,6,Carole Baskin,Pasha Pashkov,59,TV Personality,0.0,3,0,14,Eliminated Week 3
29,7,Nev Schulman,Jenna Johnson,35,Producer,30.0,3,0,2,2nd Place
29,7,Skai Jackson,Alan Bersten,18,Actor/Actress,27.0,3,0,5,Eliminated Week 10
29,7,Johnny Weir,Britt Stewart,36,Athlete,27.0,3,0,6,Eliminated Week 10
29,7,Nelly,Daniella Karagach,45,Singer/Rapper,27.0,3,0,3,3rd Place
29,7,Chrishell Stause,Gleb Savchenko,39,Actor/Actress,26.0,3,0,8,Eliminated Week 8
29,7,Justina Machado,Sasha Farber,48,Actor/Actress,26.0,3,0,4,4th Place
29,7,AJ McLean,Cheryl Burke,42,Singer/Rapper,26.0,3,0,7,Eliminated Week 9
29,7,Jeannie Mai,Brandon Armstrong,41,TV Personality,25.0,3,0,9,Withdrew
29,7,Kaitlyn Bristowe,Artem Chigvintsev,35,TV Personality,24.0,3,0,1,1st Place
29,7,Monica Aldama,Valentin Chmerkovskiy,48,TV Personality,22.0,3,1,10,Eliminated Week 7
29,7,Anne Heche,Keo Motsepe,51,Actor/Actress,0.0,3,0,13,Eliminated Week 4
29,7,Jesse Metcalfe,Sharna Burgess,41,Actor/Actress,0.0,3,0,12,Eliminated Week 5
29,7,Charles Oakley,Emma Slater,56,Athlete,0.0,3,0,15,Eliminated Week 2
29,7,Veron Davis,Peta Murgatroyd,36,Athlete,0.0,3,0,11,Eliminated Week 6
29,7,Carole Baskin,Pasha Pashkov,59,TV Personality,0.0,3,0,14,Eliminated Week 3
29,8,Johnny Weir,Britt Stewart,36,Athlete,30.0,3,0,6,Eliminated Week 10
29,8,Nev Schulman,Jenna Johnson,35,Producer,30.0,3,0,2,2nd Place
29,8,Justina Machado,Sasha Farber,48,Actor/Actress,28.9998,3,0,4,4th Place
29,8,Kaitlyn Bristowe,Artem Chigvintsev,35,TV Personality,28.0,3,0,1,1st Place
29,8,Chrishell Stause,Gleb Savchenko,39,Actor/Actress,27.0,3,1,8,Eliminated Week 8
29,8,AJ McLean,Cheryl Burke,42,Singer/Rapper,27.0,3,0,7,Eliminated Week 9
29,8,Skai Jackson,Alan Bersten,18,Actor/Actress,26.9998,3,0,5,Eliminated Week 10
29,8,Nelly,Daniella Karagach,45,Singer/Rapper,24.0,3,0,3,3rd Place
29,8,Anne Heche,Keo Motsepe,51,Actor/Actress,0.0,3,0,13,Eliminated Week 4
29,8,Jesse Metcalfe,Sharna Burgess,41,Actor/Actress,0.0,3,0,12,Eliminated Week 5
29,8,Charles Oakley,Emma Slater,56,Athlete,0.0,3,0,15,Eliminated Week 2
29,8,Veron Davis,Peta Murgatroyd,36,Athlete,0.0,3,0,11,Eliminated Week 6
29,8,Carole Baskin,Pasha Pashkov,59,TV Personality,0.0,3,0,14,Eliminated Week 3
29,8,Monica Aldama,Valentin Chmerkovskiy,48,TV Personality,0.0,3,0,10,Eliminated Week 7
29,8,Jeannie Mai,Brandon Armstrong,41,TV Personality,0.0,3,0,9,Withdrew
29,9,Johnny Weir,Britt Stewart,36,Athlete,30.0,3,0,6,Eliminated Week 10
29,9,Kaitlyn Bristowe,Artem Chigvintsev,35,TV Personality,30.0,3,0,1,1st Place
29,9,Skai Jackson,Alan Bersten,18,Actor/Actress,28.9998,3,0,5,Eliminated Week 10
29,9,Nev Schulman,Jenna Johnson,35,Producer,28.9998,3,0,2,2nd Place
29,9,Justina Machado,Sasha Farber,48,Actor/Actress,25.9998,3,0,4,4th Place
29,9,AJ McLean,Cheryl Burke,42,Singer/Rapper,24.9998,3,1,7,Eliminated Week 9
29,9,Nelly,Daniella Karagach,45,Singer/Rapper,24.0,3,0,3,3rd Place
29,9,Anne Heche,Keo Motsepe,51,Actor/Actress,0.0,3,0,13,Eliminated Week 4
29,9,Jesse Metcalfe,Sharna Burgess,41,Actor/Actress,0.0,3,0,12,Eliminated Week 5
29,9,Chrishell Stause,Gleb Savchenko,39,Actor/Actress,0.0,3,0,8,Eliminated Week 8
